lem,index,token,stem,pos,counts
playboy,2784,playboy,playboy,NN,1
player,8081,player,player,NN,1
plo,3103,plo,plo,NN,1
poem,342,poem,poem,NN,1
poison,3586,poison,poison,NN,1
poland,1372,poland,poland,NN,1
polar,2195,polar,polar,NN,1
polaroid,401,polaroid,polaroid,NN,1
yard,5672,yard,yard,NN,1
polish,1362,polish,polish,JJ,1
pregnant,4230,pregnant,pregnant,NN,1
pollution,35,pollution,pollut,NN,1
polo,4416,polo,polo,NN,1
polyamory,10036,polyamory,polyamori,NN,1
portal,9107,portal,portal,NN,1
portrait,4464,portrait,portrait,NN,1
pot,9571,pot,pot,NN,1
praise,2381,praise,prais,NN,1
prank,680,prank,prank,NN,1
precocity,4232,precocity,precoc,NN,1
purse,5305,purse,purs,NN,1
sexism,2281,sexism,sexism,NN,1
pyramid,2380,pyramid,pyramid,NN,1
summertime,8702,summertime,summertim,NN,1
swiss,9386,swiss,swiss,JJ,1
vigil,4830,vigil,vigil,NN,1
sweatshop,3609,sweatshop,sweatshop,NN,1
viii,4388,viii,viii,NN,1
swat,3322,swat,swat,NN,1
swan,6156,swan,swan,NN,1
suspect,8638,suspect,suspect,NN,1
virgin,840,virgin,virgin,NN,1
surrey,3750,surrey,surrey,NN,1
surgeon,1904,surgeon,surgeon,NN,1
surfer,9739,surfer,surfer,NN,1
surf,1192,surfing,surf,VB,1
supreme,1572,supreme,suprem,NN,1
supremacy,9828,supremacy,supremaci,NN,1
support,8419,support,support,NN,1
supervillain,2274,supervillain,supervillain,NN,1
supernova,5202,supernova,supernova,NN,1
virginity,6044,virginity,virgin,NN,1
supermarket,4730,supermarket,supermarket,NN,1
superficiality,616,superficiality,superfici,NN,1
sunrise,6732,sunrise,sunris,NN,1
switzerland,8996,switzerland,switzerland,NN,1
sydney,2821,sydney,sydney,NN,1
symbol,5326,symbol,symbol,NN,1
talk,7383,talking,talk,VB,1
tech,7529,tech,tech,NN,1
teamwork,4302,teamwork,teamwork,NN,1
tea,4986,tea,tea,NN,1
tavern,241,tavern,tavern,NN,1
taunt,10064,taunting,taunt,VB,1
tattoo,381,tattoo,tattoo,NN,1
taste,2494,tasting,tast,VB,1
tarot,3530,tarot,tarot,NN,1
tallest,7075,tallest,tallest,NN,1
talent,6834,talent,talent,NN,1
symbology,9868,symbology,symbolog,NN,1
videoconferencing,5478,videoconferencing,videoconferenc,VB,1
takeover,8128,takeover,takeov,NN,1
taj,4513,taj,taj,NN,1
taiwanese,9955,taiwanese,taiwanes,JJ,1
taiwan,9953,taiwan,taiwan,NN,1
system,8363,system,system,NN,1
syringe,7692,syringe,syring,NN,1
synthetic,8539,synthetic,synthet,JJ,1
syndrome,8319,syndrome,syndrom,NN,1
sunlight,1873,sunlight,sunlight,NN,1
suitor,2928,suitor,suitor,NN,1
teddy,7353,teddy,teddi,NN,1
suit,688,suit,suit,NN,1
stetson,2714,stetson,stetson,NN,1
steroid,4738,steroids,steroid,NN,1
stepmother,5057,stepmother,stepmoth,NN,1
steampunk,5682,steampunk,steampunk,NN,1
statistic,6836,statistics,statist,NN,1
statesmexico,4207,statesmexico,statesmexico,NN,1
stasis,7338,stasis,stasi,NN,1
starvation,5616,starvation,starvat,NN,1
starship,8102,starship,starship,NN,1
stampede,4852,stampede,stamped,NN,1
stamp,3408,stamp,stamp,NN,1
stamen,3260,stamina,stamina,NN,1
walt,10023,walt,walt,NN,1
stalk,6396,stalking,stalk,VB,1
stakeout,191,stakeout,stakeout,NN,1
squatter,4402,squatter,squatter,NN,1
square,5126,square,squar,NN,1
waltz,4853,waltzing,waltz,VB,1
sprinter,9891,sprinter,sprinter,NN,1
ward,6423,ward,ward,NN,1
spiritual,1194,spiritual,spiritu,JJ,1
stick,1557,stick,stick,NN,1
stop,2678,stop,stop,NN,1
wagon,9588,wagon,wagon,NN,1
stutter,5983,stutter,stutter,NN,1
suicidal,7922,suicidal,suicid,NN,1
suffragette,9260,suffragettes,suffragett,NN,1
suffer,4695,suffering,suffer,VB,1
successor,139,successor,successor,NN,1
visit,4426,visit,visit,NN,1
substance,7707,substance,substanc,NN,1
submarine,7046,submarine,submarin,NN,1
subjugation,701,subjugation,subjug,NN,1
style,6180,style,style,NN,1
stuntman,6616,stuntman,stuntman,NN,1
storyline,3755,storylines,storylin,NN,1
stuffed,2124,stuffed,stuf,NN,1
studio,2521,studio,studio,NN,1
volcanic,5552,volcanic,volcan,NN,1
struggle,5617,struggle,struggl,NN,1
stripper,4737,stripper,stripper,NN,1
strike,4541,strike,strike,NN,1
strange,2718,strange,strang,NN,1
storytelling,3118,storytelling,storytel,VB,1
voyeurism,8522,voyeurism,voyeur,NN,1
technician,3268,technician,technician,JJ,1
teleprompter,2288,teleprompter,teleprompt,NN,1
speedboatxa,3522,speedboatxa,speedboatxa,NN,1
transsexuality,9061,transsexuality,transsexu,NN,1
turn,8192,turns,turn,NN,1
turing,8937,turing,ture,VB,1
tunnel,7787,tunnel,tunnel,NN,1
tumor,3553,tumor,tumor,NN,1
tulip,6814,tulips,tulip,NN,1
tugboat,1380,tugboat,tugboat,NN,1
tudor,4108,tudors,tudor,NN,1
tuberculosis,503,tuberculosis,tuberculosi,NN,1
trustee,6753,trustee,truste,NN,1
vanity,6558,vanity,vaniti,NN,1
trudy,9796,trudy,trudi,NN,1
truck,6190,truck,truck,NN,1
troubled,5389,troubled,troubl,JJ,1
troll,1936,troll,troll,NN,1
tricycle,7632,tricycle,tricycl,NN,1
tribe,5635,tribe,tribe,NN,1
trespass,9217,trespass,trespass,NN,1
tree,7793,tree,tree,NN,1
treatment,8162,treatment,treatment,NN,1
treason,5020,treason,treason,NN,1
traviata,511,traviata,traviata,NN,1
twenty,5730,twenty,twenti,NN,1
twister,2188,twister,twister,NN,1
tyrannosaurus,642,tyrannosaurus,tyrannosauru,NN,1
unreliable,76,unreliable,unreli,JJ,1
utopia,6166,utopia,utopia,NN,1
utah,893,utah,utah,NN,1
use,10019,use,use,NN,1
urn,375,urn,urn,NN,1
upstate,9423,upstate,upstat,NN,1
upside,7704,upside,upsid,NN,1
uprise,2097,uprising,upris,VB,1
upbringing,2606,upbringing,upbring,VB,1
unsent,5062,unsent,unsent,NN,1
valentine,6265,valentines,valentin,NN,1
undead,6006,undead,undead,NN,1
valkyrie,5030,valkyrie,valkyri,NN,1
unit,3157,unit,unit,NN,1
unhappy,4978,unhappy,unhappi,JJ,1
unfulfilled,2764,unfulfilled,unfulfil,JJ,1
unexploded,726,unexploded,unexplod,JJ,1
valley,2717,valley,valley,NN,1
underwear,3554,underwear,underwear,JJ,1
understand,1024,understanding,understand,VB,1
underage,6854,underage,underag,NN,1
traveler,6478,traveler,travel,NN,1
transportation,7700,transportation,transport,NN,1
television,1702,television,televis,NN,1
transport,3979,transport,transport,NN,1
told,7756,told,told,NN,1
tire,5291,tire,tire,NN,1
tightrope,9212,tightrope,tightrop,NN,1
thrill,8275,thrilling,thrill,VB,1
theorem,921,theorem,theorem,NN,1
theodore,3691,theodore,theodor,NN,1
theme,2892,theme,theme,NN,1
theatre,1050,theatre,theatr,NN,1
thaw,3060,thaw,thaw,NN,1
thatcher,7128,thatcher,thatcher,NN,1
thames,2987,thames,thame,NN,1
thai,7931,thai,thai,NN,1
terrain,6773,terrain,terrain,NN,1
termination,5480,termination,termin,NN,1
tentacle,2267,tentacle,tentacl,NN,1
tension,5419,tension,tension,NN,1
tennis,2985,tennis,tenni,NN,1
tenderness,7016,tenderness,tender,NN,1
tenacity,8705,tenacity,tenac,NN,1
temperature,2191,temperature,temperatur,NN,1
tempel,2825,tempel,tempel,NN,1
tom,6984,tom,tom,NN,1
tombstone,3871,tombstone,tombston,NN,1
tornado,2187,tornado,tornado,NN,1
trailer,292,trailer,trailer,NN,1
transplantation,2807,transplantation,transplant,NN,1
transmission,5986,transmission,transmiss,NN,1
translation,2230,translation,translat,NN,1
transistor,5523,transistor,transistor,NN,1
transform,8500,transforming,transform,VB,1
transfer,6829,transfer,transfer,NN,1
transaction,3319,transactions,transact,NN,1
trans,8163,trans,tran,NN,1
trample,4855,trampled,trampl,VB,1
trafficker,7930,trafficker,traffick,NN,1
toronto,7611,toronto,toronto,NN,1
trade,9215,trade,trade,NN,1
velociraptor,644,velociraptor,velociraptor,NN,1
tower,515,tower,tower,NN,1
vend,9581,vending,vend,VB,1
tough,8534,tough,tough,JJ,1
totalitarian,3261,totalitarian,totalitarian,JJ,1
toss,4217,toss,toss,NN,1
venezuela,9437,venezuela,venezuela,NN,1
tortuga,1743,tortuga,tortuga,NN,1
spinosaurus,645,spinosaurus,spinosauru,NN,1
spanish,3582,spanish,spanish,JJ,1
pyre,2153,pyre,pyre,NN,1
remorse,876,remorse,remors,NN,1
romulus,1412,romulus,romulu,NN,1
romanian,7518,romanian,romanian,NN,1
romania,7516,romania,romania,NN,1
woe,5094,woes,woe,NN,1
roman,120,roman,roman,NN,1
rogue,7861,rogue,rogu,NN,1
robber,3068,robber,robber,NN,1
ritual,6242,ritual,ritual,JJ,1
rio,4559,rio,rio,NN,1
rigxa,6127,rigxa,rigxa,NN,1
rider,7091,rider,rider,NN,1
rica,655,rica,rica,NN,1
rex,643,rex,rex,NN,1
reverend,9232,reverend,reverend,NN,1
revelation,4041,revelation,revel,NN,1
retardation,5259,retardation,retard,NN,1
restart,1826,restart,restart,NN,1
ressentiment,6725,ressentiment,ressenti,NN,1
resort,8954,resort,resort,NN,1
resident,6010,resident,resid,NN,1
reputation,7871,reputation,reput,NN,1
rookie,774,rookie,rooki,NN,1
roosevelt,3692,roosevelt,roosevelt,NN,1
rope,6211,rope,rope,NN,1
sade,436,sade,sade,NN,1
sami,1014,sami,sami,NN,1
salvage,1381,salvage,salvag,NN,1
salt,890,salt,salt,NN,1
salon,618,salon,salon,NN,1
saint,4472,saint,saint,NN,1
sailor,2405,sailor,sailor,NN,1
sail,6570,sailing,sail,VB,1
safety,7701,safety,safeti,NN,1
sadomasochism,3829,sadomasochism,sadomasoch,NN,1
sabotage,6663,sabotage,sabotag,NN,1
rouge,505,rouge,roug,NN,1
rwanda,2031,rwanda,rwanda,NN,1
wish,7358,wishes,wish,NN,1
runner,9194,runner,runner,NN,1
runaway,5340,runaway,runaway,NN,1
rumor,6059,rumor,rumor,NN,1
rum,3935,rum,rum,NN,1
rugby,5659,rugby,rugbi,NN,1
rudeness,853,rudeness,rude,NN,1
royal,5987,royal,royal,NN,1
repair,1703,repair,repair,NN,1
workplace,6590,workplace,workplac,NN,1
sapient,740,sapient,sapient,NN,1
release,4422,release,releas,NN,1
rainstorm,1606,rainstorm,rainstorm,NN,1
railway,7004,railway,railway,NN,1
rail,2344,rail,rail,NN,1
rage,2105,rage,rage,NN,1
raft,8857,raft,raft,NN,1
radiation,2778,radiation,radiat,NN,1
wreckage,7758,wreckage,wreckag,NN,1
raceconscious,9952,raceconscious,raceconsci,JJ,1
wrestler,4742,wrestler,wrestler,NN,1
rabbit,9248,rabbit,rabbit,NN,1
rabbi,9049,rabbi,rabbi,NN,1
quote,7117,quote,quot,NN,1
quiz,4510,quiz,quiz,NN,1
quest,1941,quest,quest,NN,1
wretch,4521,wretch,wretch,NN,1
queensland,8147,queensland,queensland,NN,1
quebec,597,quebec,quebec,NN,1
quarterback,2471,quarterback,quarterback,NN,1
quarantine,1090,quarantine,quarantin,NN,1
quadriplegic,6954,quadriplegic,quadripleg,NN,1
quadriplegia,6955,quadriplegia,quadriplegia,NN,1
ram,9027,ram,ram,NN,1
rampage,1529,rampage,rampag,NN,1
ranch,4845,ranch,ranch,NN,1
regency,2937,regency,regenc,NN,1
relative,2318,relatives,rel,NN,1
wormhole,8740,wormhole,wormhol,NN,1
relapse,7706,relapse,relaps,NN,1
reich,9234,reich,reich,NN,1
rehearsal,4781,rehearsal,rehears,NN,1
rehabilitation,4774,rehabilitation,rehabilit,NN,1
regret,2065,regret,regret,NN,1
regression,7471,regression,regress,NN,1
regime,3565,regime,regim,NN,1
referendum,7401,referendum,referendum,NN,1
ransom,10094,ransom,ransom,NN,1
recruit,719,recruit,recruit,NN,1
reconciliation,333,reconciliation,reconcili,NN,1
recession,1468,recession,recess,NN,1
wrath,10156,wrath,wrath,NN,1
reaper,10082,reaper,reaper,NN,1
reanimate,2093,reanimated,reanim,VB,1
real,9405,real,real,JJ,1
razor,3793,razor,razor,NN,1
rave,1638,rave,rave,VB,1
sand,7322,sand,sand,NN,1
sat,4335,sat,sat,NN,1
warhead,5398,warhead,warhead,NN,1
sharemarket,8269,sharemarket,sharemarket,NN,1
situation,3317,situation,situat,NN,1
sino,4946,sino,sino,NN,1
singapore,3930,singapore,singapor,NN,1
sing,9623,singing,sing,VB,1
silver,6571,silver,silver,NN,1
sight,5339,sight,sight,NN,1
sierra,3152,sierra,sierra,NN,1
siege,1447,siege,sieg,NN,1
sibiria,1017,sibiria,sibiria,NN,1
showgirl,7025,showgirl,showgirl,NN,1
shower,9453,shower,shower,NN,1
shot,9075,shot,shot,NN,1
weather,1594,weather,weather,NN,1
web,10135,web,web,NN,1
webcam,7628,webcam,webcam,NN,1
shoah,1348,shoah,shoah,NN,1
shift,3683,shift,shift,NN,1
shield,7251,shield,shield,NN,1
weekend,5286,weekend,weekend,NN,1
shelter,9540,sheltered,shelter,VB,1
weevil,1914,weevil,weevil,NN,1
skinhead,3622,skinhead,skinhead,NN,1
way,5577,ways,way,NN,1
slang,290,slang,slang,NN,1
warsaw,1360,warsaw,warsaw,NN,1
spaceship,8,spaceship,spaceship,NN,1
spaceport,1176,spaceport,spaceport,NN,1
southeast,4661,southeast,southeast,NN,1
warlord,2908,warlord,warlord,NN,1
sonderkommando,9052,sonderkommando,sonderkommando,NN,1
something,5731,something,someth,NN,1
warm,6033,warming,warm,VB,1
solar,5556,solar,solar,NN,1
sociopath,7650,sociopath,sociopath,NN,1
socially,9375,socially,social,RB,1
slasher,3285,slasher,slasher,NN,1
socialism,4400,socialism,social,NN,1
snuff,8461,snuff,snuff,NN,1
snake,4319,snake,snake,NN,1
slug,3373,slug,slug,NN,1
watchman,4674,watchman,watchman,NN,1
slow,9133,slow,slow,VB,1
slice,8961,slice,slice,NN,1
sleepwalk,827,sleepwalking,sleepwalk,VB,1
wave,7520,wave,wave,NN,1
shave,3811,shaving,shave,VB,1
shanghai,3394,shanghai,shanghai,NN,1
winston,6000,winston,winston,NN,1
shackle,4665,shackles,shackl,NN,1
secession,7727,secession,secess,NN,1
seattle,7172,seattle,seattl,NN,1
seaman,3818,seaman,seaman,NN,1
screenwriter,8995,screenwriter,screenwrit,NN,1
screen,8521,screen,screen,NN,1
scream,1601,scream,scream,NN,1
scooter,4891,scooter,scooter,NN,1
scientology,7461,scientology,scientolog,NN,1
schematic,607,schematic,schemat,JJ,1
wind,4087,wind,wind,NN,1
scepter,599,scepter,scepter,NN,1
scarecrow,4634,scarecrow,scarecrow,NN,1
scare,9783,scare,scare,NN,1
scandinavia,7104,scandinavia,scandinavia,NN,1
window,4006,window,window,NN,1
scam,8205,scam,scam,NN,1
saxophonist,2248,saxophonist,saxophonist,NN,1
sawyer,6985,sawyer,sawyer,NN,1
winery,2492,winery,wineri,NN,1
satellite,7057,satellite,satellit,NN,1
satanic,9230,satanic,satan,NN,1
secrecy,4798,secrecy,secreci,NN,1
wig,7382,wig,wig,NN,1
sect,3453,sect,sect,NN,1
separation,6437,separation,separ,NN,1
uxoricide,3817,uxoricide,uxoricid,NN,1
wheelchair,2392,wheelchair,wheelchair,NN,1
set,7768,set,set,NN,1
servant,3559,servant,servant,NN,1
wicked,9602,wicked,wick,VB,1
sergeant,6375,sergeant,sergeant,NN,1
serendipity,789,serendipity,serendip,NN,1
sequence,2728,sequence,sequenc,NN,1
sepsis,4101,sepsis,sepsi,NN,1
sensuality,7024,sensuality,sensual,NN,1
seduction,282,seduction,seduct,NN,1
sensitivity,3273,sensitivity,sensit,NN,1
sens,6895,senses,sens,NN,1
semi,334,semi,semi,NN,1
sell,8091,sold,sold,VB,1
selfloathing,6924,selfloathing,selfloath,VB,1
selffulfilling,1275,selffulfilling,selffulfil,VB,1
selfdefense,8452,selfdefense,selfdefens,NN,1
segregation,6719,segregation,segreg,NN,1
see,7294,seeing,see,VB,1
abandon,8558,abandoned,abandon,VB,1
lager,1574,lager,lager,NN,1
parasite,3372,parasite,parasit,NN,1
correspondent,9502,correspondent,correspond,NN,1
creation,7335,creation,creation,NN,1
crazy,6697,crazy,crazi,NN,1
craftsman,2231,craftsman,craftsman,NN,1
craft,6310,craft,craft,NN,1
cowboy,2882,cowboy,cowboy,NN,1
cowardice,4164,cowardice,cowardic,NN,1
coward,4075,coward,coward,NN,1
cover,3402,covered,cover,VB,1
coup,7268,coup,coup,NN,1
county,6131,county,counti,NN,1
costa,654,costa,costa,NN,1
cosmos,2383,cosmos,cosmo,NN,1
corrupt,8268,corrupt,corrupt,NN,1
corporate,38,corporate,corpor,JJ,1
crematorium,9914,crematorium,crematorium,NN,1
corp,6365,corps,corp,NN,1
coroner,9922,coroner,coron,NN,1
coronation,2370,coronation,coron,NN,1
cornwall,8031,cornwall,cornwal,NN,1
corgi,6002,corgi,corgi,NN,1
copenhagen,8867,copenhagen,copenhagen,NN,1
coparenting,6121,coparenting,copar,VB,1
cooper,1705,cooper,cooper,NN,1
cooking,8959,cooking,cook,NN,1
convoy,8981,convoy,convoy,NN,1
convertible,5842,convertible,convert,JJ,1
controversy,9264,controversy,controversi,NN,1
contrebande,7163,contrebande,contreband,NN,1
creator,6095,creator,creator,NN,1
criticism,4372,criticism,critic,NN,1
demeanor,3711,demeanor,demeanor,NN,1
cyborg,8941,cyborg,cyborg,NN,1
delusion,925,delusion,delus,NN,1
defibrillation,3603,defibrillation,defibril,NN,1
defense,2013,defense,defens,NN,1
decipherment,3412,decipherment,decipher,NN,1
decadence,8267,decadence,decad,NN,1
debt,3217,debt,debt,NN,1
debate,6867,debate,debat,NN,1
deadly,7839,deadly,deadli,RB,1
darwin,3120,darwin,darwin,NN,1
dangerous,4038,dangerous,danger,JJ,1
dagger,2176,dagger,dagger,NN,1
cynical,668,cynical,cynic,JJ,1
cyclops,3459,cyclops,cyclop,NN,1
cybernetics,8939,cybernetics,cybernet,NN,1
crop,1334,crop,crop,NN,1
cybercrime,8909,cybercrime,cybercrim,NN,1
cute,7325,cute,cute,NN,1
custom,600,customs,custom,NN,1
curtain,508,curtain,curtain,NN,1
cure,3263,cure,cure,NN,1
cupboard,3048,cupboard,cupboard,NN,1
cultural,7723,cultural,cultur,JJ,1
cuba,3521,cuba,cuba,NN,1
cryptologist,3450,cryptologist,cryptologist,NN,1
cryptography,8779,cryptography,cryptographi,NN,1
cruise,1374,cruise,cruis,NN,1
crude,7218,crude,crude,NN,1
crucifix,350,crucifix,crucifix,NN,1
contraband,7162,contraband,contraband,NN,1
constructor,3105,constructor,constructor,NN,1
conservatory,8656,conservatory,conservatori,NN,1
claim,802,claim,claim,NN,1
coffee,990,coffee,coffe,NN,1
code,3860,code,code,NN,1
cocktail,1160,cocktail,cocktail,NN,1
cocaine,2907,cocaine,cocain,NN,1
cobra,5407,cobra,cobra,NN,1
coach,2464,coach,coach,NN,1
clumsy,2528,clumsy,clumsi,NN,1
clue,5686,clue,clue,NN,1
club,882,club,club,NN,1
clown,3870,clown,clown,NN,1
clique,3136,clique,cliqu,NN,1
clip,4692,clipping,clip,VB,1
clearwater,8593,clearwater,clearwat,NN,1
circle,1335,circle,circl,NN,1
consciousness,8933,consciousness,conscious,NN,1
cincinnati,4617,cincinnati,cincinnati,NN,1
cigarette,933,cigarette,cigarett,NN,1
churchill,6001,churchill,churchil,NN,1
chun,4953,chun,chun,NN,1
chronology,411,chronology,chronolog,NN,1
christian,5596,christian,christian,NN,1
cholo,781,cholo,cholo,NN,1
chimp,690,chimp,chimp,NN,1
chile,7392,chile,chile,NN,1
childlessness,3658,childlessness,childless,NN,1
childhood,2514,childhood,childhood,NN,1
chihuahua,623,chihuahua,chihuahua,NN,1
chief,1552,chief,chief,NN,1
coin,4216,coin,coin,NN,1
collector,674,collector,collector,NN,1
collision,2710,collision,collis,NN,1
colonel,5021,colonel,colonel,NN,1
conscience,2976,conscience,conscienc,NN,1
connect,1761,connected,connect,VB,1
conjure,9992,conjuring,conjur,VB,1
congo,9839,congo,congo,NN,1
confusion,393,confusion,confus,NN,1
conflagration,7732,conflagration,conflagr,NN,1
confine,6083,confined,confin,VB,1
conference,7597,conference,confer,NN,1
conductor,8998,conductor,conductor,NN,1
concubine,10105,concubine,concubin,NN,1
computergenerated,6176,computergenerated,computergener,VB,1
composer,8997,composer,compos,NN,1
complex,7342,complex,complex,JJ,1
compassion,8690,compassion,compass,NN,1
compass,3501,compass,compass,NN,1
commodus,140,commodus,commodu,NN,1
commitment,6539,commitment,commit,NN,1
commentary,4923,commentary,commentari,NN,1
commando,6666,commando,commando,NN,1
comeuppance,3084,comeuppance,comeupp,NN,1
comet,2,comet,comet,NN,1
comeback,2460,comeback,comeback,NN,1
comb,230,comb,comb,NN,1
columbine,1772,columbine,columbin,NN,1
columbia,8812,columbia,columbia,NN,1
colorado,4238,colorado,colorado,NN,1
color,7318,color,color,NN,1
demand,10095,demand,demand,NN,1
democracy,7398,democracy,democraci,NN,1
chemotherapy,6913,chemotherapy,chemotherapi,NN,1
emasculation,7935,emasculation,emascul,NN,1
epidemiologist,6894,epidemiologist,epidemiologist,NN,1
envy,3240,envy,envi,NN,1
environmentalism,4927,environmentalism,environment,NN,1
environmental,36,environmental,environment,JJ,1
entrant,3479,entrant,entrant,NN,1
entity,5496,entity,entiti,NN,1
enterprisee,1411,enterprisee,enterprise,NN,1
engineering,5538,engineering,engin,NN,1
engine,5208,engine,engin,NN,1
enforcement,4191,enforcement,enforc,NN,1
endorsement,6863,endorsement,endors,NN,1
emigration,6424,emigration,emigr,NN,1
embed,9503,embedded,embed,VB,1
emancipation,7735,emancipation,emancip,NN,1
epistaxis,371,epistaxis,epistaxi,NN,1
email,3411,email,email,NN,1
elvis,1232,elvis,elvi,NN,1
elizabeth,4105,elizabeth,elizabeth,NN,1
elephant,2820,elephant,eleph,NN,1
electrocution,8384,electrocution,electrocut,NN,1
electricity,8387,electricity,electr,NN,1
electric,580,electric,electr,JJ,1
elasticity,2802,elasticity,elast,NN,1
eiffel,514,eiffel,eiffel,NN,1
egypt,5323,egypt,egypt,NN,1
ego,3954,ego,ego,NN,1
effect,2186,effect,effect,NN,1
edgar,6960,edgar,edgar,NN,1
epinephrine,3611,epinephrine,epinephrin,NN,1
epoque,523,epoque,epoqu,NN,1
demolition,1718,demolition,demolit,NN,1
executive,463,executive,execut,NN,1
extremism,4703,extremism,extrem,NN,1
extraction,7601,extraction,extract,NN,1
extortion,9168,extortion,extort,NN,1
externally,9929,externally,extern,RB,1
expression,10040,expression,express,NN,1
exploitation,6717,exploitation,exploit,NN,1
experience,46,experience,experi,NN,1
expectant,2729,expectant,expect,NN,1
expatriate,9481,expatriate,expatri,NN,1
exorcism,2620,exorcism,exorc,NN,1
exodus,2205,exodus,exodu,NN,1
exhusband,5739,exhusband,exhusband,NN,1
exercise,6789,exercise,exercis,NN,1
execution,7583,execution,execut,NN,1
erotic,1140,erotic,erot,JJ,1
exchange,8908,exchange,exchang,NN,1
exam,9967,exam,exam,NN,1
evolution,731,evolution,evolut,NN,1
evidence,1227,evidence,evid,NN,1
eurydice,513,eurydice,eurydic,NN,1
ethologist,741,ethologist,ethologist,NN,1
ethnic,576,ethnic,ethnic,JJ,1
ethical,7733,ethical,ethic,JJ,1
estrange,4687,estranged,estrang,VB,1
estafa,4751,estafa,estafa,NN,1
escapade,6383,escapade,escapad,NN,1
eruption,5553,eruption,erupt,NN,1
eroticism,1137,eroticism,erotic,NN,1
economy,913,economy,economi,NN,1
economics,2660,economics,econom,NN,1
economic,914,economic,econom,JJ,1
diet,360,diet,diet,NN,1
district,4648,district,district,NN,1
dissociative,1613,dissociative,dissoci,NN,1
dissident,7281,dissident,dissid,NN,1
disneyland,8144,disneyland,disneyland,NN,1
disney,10024,disney,disney,NN,1
disintegration,4935,disintegration,disintegr,NN,1
dishonesty,4193,dishonesty,dishonesti,NN,1
disc,4720,disc,disc,NN,1
dirty,6859,dirty,dirti,NN,1
dinner,4782,dinner,dinner,NN,1
dilemma,7734,dilemma,dilemma,NN,1
dignity,2407,dignity,digniti,NN,1
digger,2993,digger,digger,NN,1
dictatorship,7393,dictatorship,dictatorship,NN,1
ecology,8647,ecology,ecolog,NN,1
devil,7087,devil,devil,NN,1
device,7422,device,devic,NN,1
devastation,7311,devastation,devast,NN,1
detroit,4902,detroit,detroit,NN,1
determination,2585,determination,determin,NN,1
detat,7269,detat,detat,NN,1
destroy,4015,destroy,destroy,NN,1
designer,4477,designer,design,NN,1
deserter,1961,deserter,desert,NN,1
derby,1719,derby,derbi,NN,1
deposition,6100,deposition,deposit,NN,1
deposit,1270,deposit,deposit,NN,1
department,9336,department,depart,NN,1
distrust,8921,distrust,distrust,NN,1
django,7833,django,django,NN,1
djinn,9851,djinn,djinn,NN,1
doberman,7003,doberman,doberman,NN,1
eclipse,6,eclipse,eclips,NN,1
earth,2690,earth,earth,NN,1
earring,1957,earring,ear,VB,1
eagle,7489,eagles,eagl,NN,1
dynamite,5428,dynamite,dynamit,NN,1
dynamic,4397,dynamics,dynam,NN,1
duty,2371,duty,duti,NN,1
dutch,2553,dutch,dutch,NN,1
dunkirk,4098,dunkirk,dunkirk,NN,1
dummy,3887,dummy,dummi,NN,1
dublin,3343,dublin,dublin,NN,1
dual,2254,dual,dual,JJ,1
dry,6684,dry,dri,NN,1
drunkenness,5256,drunkenness,drunken,NN,1
drunkeness,3790,drunkeness,drunk,NN,1
drone,7905,drone,drone,NN,1
drifter,7455,drifter,drifter,NN,1
dreamer,8218,dreamer,dreamer,NN,1
draw,7344,drawing,draw,VB,1
douglas,9799,douglas,dougla,NN,1
doubt,803,doubt,doubt,NN,1
dormitory,2055,dormitory,dormitori,NN,1
doorman,6646,doorman,doorman,NN,1
domineer,331,domineering,domin,VB,1
dolphin,8587,dolphin,dolphin,NN,1
dollar,786,dollar,dollar,NN,1
docudrama,7620,docudrama,docudrama,NN,1
chicken,3713,chicken,chicken,NN,1
chef,6887,chef,chef,NN,1
faberge,2551,faberge,faberg,NN,1
atlantic,888,atlantic,atlant,JJ,1
aviation,2590,aviation,aviat,NN,1
autotuning,588,autotuning,autotun,VB,1
automaton,6998,automaton,automaton,NN,1
autograph,2249,autograph,autograph,NN,1
autobiographical,335,autobiographical,autobiograph,JJ,1
auschwitzbirkenau,9046,auschwitzbirkenau,auschwitzbirkenau,NN,1
aurora,108,aurora,aurora,NN,1
aunt,7554,aunt,aunt,NN,1
auction,128,auction,auction,NN,1
attract,2934,attract,attract,NN,1
attorney,4649,attorney,attorney,NN,1
attachment,1819,attachment,attach,NN,1
atrocity,2042,atrocity,atroc,NN,1
athletics,6832,athletics,athlet,NN,1
awkward,9376,awkward,awkward,NN,1
aswad,3102,aswad,aswad,NN,1
assume,605,assumed,assum,VB,1
assistant,3477,assistant,assist,NN,1
artifact,5328,artifact,artifact,NN,1
article,3993,article,articl,NN,1
arthouse,7925,arthouse,arthous,NN,1
arrogance,6104,arrogance,arrog,NN,1
armada,4111,armada,armada,NN,1
arkansas,6228,arkansas,arkansa,NN,1
ark,5555,ark,ark,NN,1
aristocrat,6947,aristocrat,aristocrat,NN,1
argument,6130,argument,argument,NN,1
arena,118,arena,arena,NN,1
award,9957,award,award,NN,1
baadermeinhof,3106,baadermeinhof,baadermeinhof,NN,1
bdsm,10037,bdsm,bdsm,NN,1
bankruptcy,3077,bankruptcy,bankruptci,NN,1
bathroom,9811,bathroom,bathroom,NN,1
bathing,2398,bathing,bath,NN,1
basement,9770,basement,basement,NN,1
