,Unnamed: 0,id,title,release_date,genres,video_key,overview,trailer_url,keywords,popularity,vote_count,vote_average
738,13235,77496,Matrimonio alle Bahamas,2007-11-16,['Comedy'],amGwdjNCR1g,"Getting ready for the wedding that will unite two very different families- the humble Italian taxi driver Cristoforo Colombo and his wife Rosy, and the rich Italian-Americans Alessandro and Patricia Di Giacomo.",,[],4.82,227.0,4.8
739,17713,27152,"Gone, But Not Forgotten",2003-10-09,"['Drama', 'Romance', 'Thriller']",N-qF7elIej0,Questions about the identity of an amnesiac threaten his romance with the park ranger who rescued him.,,"['mountain', 'amnesia', 'coming out', 'national park', 'forest ranger', 'romance', 'gay interest', 'lgbt', 'rock climbing', 'gay']",9.442,15.0,5.5
740,3667,442419,No Country for Young Men,2017-03-23,['Comedy'],38A__WT3-o0,Every year five hundred thousand young people leave Italy and flee overseas. They call it “brain drain” but among the new emigrants there are a lot of ordinary young people seeking their fortune. Sandro and Luciano are two of them.,,[],5.1339999999999995,97.0,6.1
741,19871,52277,The Seagull's Laughter,2001-10-20,"['Comedy', 'Drama']",Ng6lHBkaIXk,"Post-war provincial Iceland: around 1950, Freyja, who'd been a plump teen, returns from America, a widow with a 20-inch waist, seven suitcases of dresses, and a list of who ever wronged or slighted her. She moves in with an aunt and socialist uncle: finding a new husband is high on her agenda, and she's mistrusted by Agga, a pre-teen who's our eyes and ears. The social order and Freyja are more complicated than they seem at first, and so may be her prospects. Class divisions, families ties, pride, the onset of puberty, and the power of Eros sliver the ice.",,['based on novel or book'],1.995,9.0,6.2
742,6745,278878,The Gunfighter,2014-03-21,"['Comedy', 'Western']",jV0uPiAswSc,"In the tradition of classic westerns, a narrator sets up the story of a lone gunslinger who walks into a saloon. However, the people in this saloon can hear the narrator and the narrator may just be a little bit bloodthirsty.",,"['parody', 'farce', 'breaking the fourth wall', 'short']",5.275,64.0,7.3
743,8605,116227,Howling,2012-02-16,"['Mystery', 'Thriller']",pZARVBpjC1I,A beat cop and his rookie partner investigate a series of killings that seem to be carried out by a mysterious wolfdog.,,['howling'],2.9389999999999996,60.0,5.9
744,19647,407215,The Following Statement Came To Us,2001-06-12,"['Comedy', 'Drama']",Dsh_wFI0uMU,Nader saif eldeen and Afet elsherbiny are two competing Egyptians newspaper reporters who expose the truth but the Channel Manager rejects that for fear of government.,,[],1.969,14.0,6.2
745,11533,40534,Jonas Brothers: The Concert Experience,2009-02-27,"['Documentary', 'Music']",O6qwhUR906I,"Secure your VIP pass to a once-in-a-lifetime experience with the Jonas Brothers. Get ready to hang out with this multitalented trio, and take an intimate look at what their lives are like offstage and behind the scenes.",,['duringcreditsstinger'],10.854000000000001,67.0,6.2
746,786,726661,The Magic School Bus Rides Again: Kids in Space,2020-08-07,"['Animation', 'Family', 'Adventure']",PQencDyHqpg,The Magic School Bus kids blast into orbit - and onto the International Space Station - only to find themselves on the run from a giant tardigrade.,,[],3.455,20.0,7.7
747,16584,41847,Strip Search,2004-04-27,"['Action', 'Drama']",GYD8lVODvA8,Strip Search follows several parallel stories examining personal freedoms vs. national security in the aftermath of 9/11; two main subplots involve an American woman detained in China and an Arab man detained in New York City.,,"['china', 'nudity', 'freedom', 'search', 'terrorism', 'interrogation', 'strip']",11.847000000000001,25.0,6.8
748,20282,64357,Most Promising Young Actress,2000-05-31,['Comedy'],7i5kiFDunk8,"Yvon Rance, who runs a hair salon in Brittany, only wants his beloved teenaged daughter Laetita to be happy, something he believes she'll be able to achieve by completing high school and then following in her father's professional footsteps. When Laetita tells him that she has been cast in the latest movie by renowned director Stephane, he is initially unimpressed. He grudgingly relents when he learns that the money she will make for a couple months of work is twice what he makes in a year.",,[],4.468999999999999,54.0,6.1
749,14534,44105,Destiny,2006-11-17,['Drama'],ZSWN-VP0lD8,"Bekir is a young man who runs his father's business. He becomes infatuated with Ugur after she visits his shop one day. However she is in love with Zagor, a violent criminal. In a brawl Zagor kills the 'protector' of the family of Ugur and runs away with Ugur. After two subsequent murders he gets caught and Ugur asks for Bekir's help. She becomes a singer - whore and starts living from city to city following Zagor who is in prison, while Bekir follows her despite the fact that in the meantime he got married and has a child.",,[],3.772,48.0,7.6
750,13964,6360,Actresses,2007-12-26,"['Comedy', 'Drama']",qHgamYdHnZc,"Marcelline is an actress. Forty, single and childless, she begins rehearsals for Turgenev's A MONTH IN THE COUNTRY. Denis, the director, admires her greatly and promises he'll make her happy on stage - she will shine. But things don't go to plan. Denis introduces Marcelline to his assistant, Nathalie. The two women were at drama school together twenty years earlier. Nathalie tells her she had to give up acting: she has a husband and children. Marcelline and Nathalie look at each other as if in a mirror, each seeing in the other the life she doesn't have, the dreams she cannot bear to abandon. Their meeting is the first in a series of tremors that will turn Marcelline's life upside down.",,"['paris, france', 'parent child relationship', 'stage', ""love of one's life"", 'staging', 'pregnancy', 'theatre play', 'childlessness', 'theater director', 'single', 'woman director']",2.767,18.0,5.9
751,12931,30026,I'll Never Die Alone,2008-08-24,"['Horror', 'Thriller']",7xJ0YNUx1v4,"A violent thriller set in the outback of remote La Plata region, I'LL NEVER DIE ALONE (aka NO MORIRE SOLA) is a tough and pounding story of revenge for rape, mercilessly carried out by a group of women intent on pursuing their attackers to the bitter end.",,"['rape', 'violence against women', 'horror', 'revenge', 'rape victim', 'violence', 'drugs', 'rapist']",4.387,22.0,5.4
752,14808,13174,America: Freedom to Fascism,2006-01-01,['Documentary'],qijCNfwSKFY,"This is a documentary about an honest search for the truth about the Federal Reserve Bank and the legality of the Internal Revenue System. Through extensive interviews with recognised experts and authority, the director shows an astonishing revelation of how the Federal Government and the Bankers have fooled the American public by taking thier wages and putting it in the pockets of the super-rich.",,"['money transfer', 'political activism', 'fraud', 'politics', 'government', 'taxes', 'tax inspector', 'stolen money', 'tax collector', 'secret government organization', 'money']",8.931000000000003,24.0,7.1
753,7303,243442,Un fantastico via vai,2013-12-12,['Comedy'],fh3lsYmdnCQ,"Arnaldo, Anita and the twins, Martina and Federica, here is the Nardi family. A quiet, normal middle class family. The man is at that stage of his life where nostalgia for the period as a student becomes stronger. It would be nice to be able to go back. It would be nice to savor those moments. It would be also nice to tell someone who has little more than twenty years in life you have to believe in their dreams and not be afraid...",,[],10.23,263.0,6.0
754,6008,240832,Lucy,2014-07-25,"['Action', 'Science Fiction']",MVt32qoyhi0,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",https://www.youtube.com/watch?v=l7zAV_MDC68,"['artificial intelligence', 'telepathy', 'intelligence', 'drug mule', 'telekinesis', 'futuristic', 'drugs', 'super power', 'tough girl', 'surgery', 'brain capacity', 'synthetic drug', 'human brain']",65.685,12697.0,6.4
755,19513,108248,Friends,2001-01-14,"['Family', 'Drama', 'Comedy']",hDNNmeeJs1Q,"A man values his best friend more than anything else in the world. One day he confesses a dark secret from their childhood to his wife, which is overheard by another. Once the secret gets out, the friendship is destroyed.",,"['friendship', 'betrayal by friend', 'enduring friendship']",3.339,21.0,6.9
756,12679,14419,"Coluche, l'histoire d'un mec",2008-10-15,"['Comedy', 'Drama']",kYd6GMWpR04,No overview found.,,[],3.4530000000000003,40.0,6.0
757,16935,146260,Slammed,2004-08-09,['Comedy'],ZTKdwe1IXRI,"Hilarity ensues when friends Jeff and Derek try to enter the world of back bar wrestling; where the most beautiful girls could beat the tar out of both of them without a second thought. Even with a little help from the notorious Buckle Girls, can Jeff survive a fight against Switchblade Rick for not only the title, but the heart of the girl he loves?",,"['nudity', 'wrestling']",7.382999999999999,11.0,5.4
758,18592,111583,Mounam Pesiyadhe,2002-12-13,"['Romance', 'Drama']",6LKpg2YperE,A Misogynist's attitude towards women and love starts to change after he develops feelings for a woman.,,['misogynist'],1.835,17.0,7.0
759,19921,116695,Killer Housewives,2001-08-24,"['Comedy', 'Thriller']",4FDG82ACSIU,"In Madrid, Azu's husband Filipe is smug and boorish, but it's his money she slips to family members constantly in need of cash and that she uses to buy gifts for her lover, Pablo. Things start to fall apart when Pablo wants to leave her and when Filipe wants to evict Azu's cousin from a butcher shop he rents. Azu hatches a plan that relies on her sister, her cousin the butcher, and his mentally-challenged delivery man. When things start to go wrong, can Azu make them right?",,"['infidelity', 'paranoia', 'housewife', 'murder', 'psycho']",2.37,8.0,7.3
760,9444,79464,Rockstar,2011-11-11,"['Drama', 'Music', 'Romance']",-NIXXXzzyiY,An uninhibited youth woos the hottest about-to-be-married college girl. He rises to become a rock-star - then self-destructs.,,"['adultery', 'musical', 'terminal illness', 'rebellious youth', 'heartbreak', 'rock musical', 'rockstar']",7.171,111.0,7.1
761,19880,38960,A Song for Martin,2001-03-16,"['Drama', 'Romance']",NRqtrIS71oQ,"Martin, conductor of a symphonic orchestra, meet Barbara, violine player and they start a relationship. Five years later Martin starts to develop loss of memory and becomes more and more confused. Finally he is diagnosed with Alzheimer's disease and Barbara tries to help as much as possible although Martin is often angry and violent towards her.",,[],2.639,9.0,5.7
762,8772,89857,High Road,2012-03-06,['Comedy'],uP2RboboO4M,"Directed by Matt Walsh, a co-founding member of world-renowned comedy troupe Upright Citizens Brigade, High Road showcases a totally improvised script about Glenn “Fitz” Fitzgerald (James Pumphrey), a young man whose loyalties are split among his band, his girlfriend Monica(Abby Elliottt) and selling drugs. After his band breaks up, Fitz finds himself dealing drugs out of his garage and bonding with 16-year-old neighborhood kid Jimmy (Dylan O’Brien). As his former band mates (Zach Woods, Matt L. Jones, Lizzy Caplan) begin finding success and one of his drug deals goes awry, Fitz hits the road with Jimmy. Amid car chases, guns, broken bones, sassy cabbies and a suspicious doctor (Horatio Sanz), Fitz has to navigate their way to safe harbor--and he doesn’t even know about the surprise Monica has in store for him back home!",,[],4.227,40.0,5.5
763,17513,68568,Couch,2003-01-01,['Comedy'],sY0V-l3aQ4Y,A man goes shopping for a new couch.,,[],1.9040000000000001,27.0,4.6
764,391,753756,Connectés,2020-11-12,"['Comedy', 'Thriller']",xeV2hMqzlmc,,,['lockdown'],4.592,70.0,4.6
765,18356,29229,Left Behind II: Tribulation Force,2002-10-29,"['Fantasy', 'Drama', 'Thriller']",LfRPF5EtFsA,"The sequel to the blockbuster ""Left Behind"". It is two weeks after the Rapture, and those who were left behind must band together to form the Tribulation Force and will prepare themselves for the worst seven years the planet will ever see.",,"['christianity', 'christian film']",8.579,49.0,4.2
766,14653,40122,Gangster High,2006-10-19,"['Action', 'Crime']",PqTcHHLtMi8,"Sang-ho is an ordinary high school student. His dream is to enter the military academy under the influence of his father who is an army colonel. As entering high school, he became friends with Jae-gu, Chang-bae, Kyung-chul, Hong-kyu and Sang-sik. They grouped a soccer team called `Tiger`, building up friendship by playing soccer. Sang-ho and his friends ran into group of fight with seniors, these incidents made everybody in school to misunderstand them as they were serious group of gangster. When Sang-ho gets becomes close with a girl whose boyfriend is a boss of another school`s gangster group, things are going worse.",,[],2.155,33.0,6.6
767,15961,95164,About Love,2005-04-12,['Romance'],q62fP0kgw5w,"Three stories are told, respectively set in Tokyo, Taipei, and Shanghai. The first two stories are about a Japanese person and a Taiwanese person. The last one is set in Shanghai with a story about a Japanese man and a Chinese woman. Some of the characters can speak Japanese and some of them Mandarin. Each story encompasses an experience of a foreigner, either from Japan ,Taiwan or China, with a native of the opposite country.",,[],3.633,13.0,6.1
768,19767,87481,Quitting,2001-09-07,['Drama'],n5udWYnNP5k,An actor becomes increasingly introverted and psychotic and his entire family attempts to intervene.,,[],2.479,11.0,7.0
769,15540,18279,Frozen Land,2005-01-14,['Drama'],_4yx9CeVxdo,"When a schoolteacher is sacked, he projects his bad mood at his troubled teenage son. The son, in turn, buys a CD player from a pawnshop with counterfeit money. This starts a chain reaction of misery as every victim projects his problems on to another person.",,"['alcohol', 'depression', 'helsinki, finland', 'alcoholism', 'counterfeit', 'fired from the job', 'alcoholic', 'father son relationship']",3.616,36.0,7.0
771,9511,78192,Michael Jackson: The Life of an Icon,2011-06-06,['Documentary'],AmL-K8lHVuU,"See Michael Jackson, one of the most recognizable and popular entertainers of all time, like never before in the feature-length tribute Michael Jackson: The Life of an Icon. Known to millions of fans worldwide for his record-breaking albums, groundbreaking music videos, mesmerizing dance moves and humanitarian efforts, his true story has never really been told...until now. This unprecedented look into the King of Pop's fascinating life includes all-new interviews with his mother Katherine Jackson as well as siblings Tito and Rebbie Jackson, family, friends and music legends such as Smokey Robinson, Dionne Warwick and many more.",,[],28.864,87.0,7.7
772,15849,48759,Sivakasi,2005-11-01,"['Action', 'Drama']",wygGpYtpRX8,"Sivakasi (Vijay) is man with a golden heart. A do-gooder, who dotes on his mother and sister. The theme revolves round the sacrifices he is called upon to make the mother and sister happy. He leaves his home at the age of eight due to some fall out with his father caused by his elder brother. After many years, he decides to return to his hometown after being forced to by Hema (Asin), his girlfriend. When he arrives to his hometown, he finds out about the sinister doings of this brother Udhayappa (Prakash Raj) to his mother (Geetha) and his sister (Lakshana). He decides to stay and help his mother and sister regain their life. Till then, he will not reveal his identity. If falling in love with Asin and the associated comedy is hot in the first half, plotting to unseat his brother Prakash Raj and emoting with the status of his sister Lakshana and mother Geeta, are incredibly in the second half. Come have a blast!",,[],3.717,17.0,5.8
773,20669,31140,Party 7,2000-09-27,"['Action', 'Comedy']",xN89iTLML8o,"Seven characters, introduced at the start of the film, get thrown together into the same hotel room: a thief who's stolen a suitcase of money from the mob, his ex-girlfriend, her obsessive boyfriend, the mob soldier sent to retrieve the briefcase, another mobster sent to kill them, master voyeur Captain Banana and his new apprentice, The Mister Yellow. Who will end up with the money?",,"['hotel room', 'thief']",2.445,12.0,5.9
774,9399,76999,Matrimonio a Parigi,2011-01-01,['Comedy'],ggUWTR6N7w0,,,[],5.919,135.0,4.5
775,18697,154219,Shooters,2002-01-25,"['Action', 'Thriller']",i3A0ptNnC5s,"Gilly comes out of prison after serving a six year stretch and decides that he will now turn his life around and go straight. But when he returns to his South London home and visits his old colleague J, in hope of obtaining his share of the proceeds from the job that landed him inside, J soon talks him into getting involved in one last scam.",,[],3.926,13.0,5.7
776,17586,446,Distant Lights,2003-02-11,['Drama'],QDfS3b-yRgw,Lichter is an episodic tale from Hans-Christian Schmid about the life on the boarder between Germany and Poland. The film sheds light on the everyday stories of escape and desperateness.,,"['individual', 'prostitute', 'robbery', 'jealousy', 'home', 'ex-girlfriend', 'translation', 'frankfurt/oder', 'taxi driver', 'camera', 'border', 'mattress shop', 'people smugglers', 'cigarette smuggling', 'slubice', 'youth welfare office', 'communion', 'communion dress', 'illegal employment', 'eastern block', 'border patrol', 'interpreter', 'bankrupt', 'violent father', 'despair', 'architect', 'unsociability', 'escape', 'violence', 'poland']",2.8789999999999996,21.0,7.5
777,16956,61385,The Tuner,2004-09-06,"['Comedy', 'Crime', 'Drama']",7GKlo2xWvuI,"A young piano tuner befriends two rich old-ladies, and plots, with the help of his girlfriend, to betray their trust and steal from them.",,['woman director'],2.523,11.0,6.5
778,17580,57337,Game Over: Kasparov and the Machine,2003-09-05,['Documentary'],y9UMt-8gfW8,"Garry Kasparov is possibly the greatest chess player who has ever lived. In 1997, he played a match against the greatest chess computer: IBM's Deep Blue. He lost. This film depicts the drama that happened away from the chess board from Kasparov's perspective. It explores the psychological aspects of the game and the paranoia surrounding IBM's ultimate chess machine.",,[],3.5469999999999997,21.0,6.4
779,14734,63963,Maundy Thursday,2006-09-14,['Drama'],mBqeAjn072U,"About a convicted murderer awaiting execution, and the bond he forms with a suicidal young woman who starts visiting him in jail every Thursday. Yu-Jung (Lee Na-Young) has now attempted her third suicide attempt. Her disdain for her mother and indifference to the rest of the world, isolates her from any chance for happiness. Yu-Jung also has an aunt named Sister Monica. Her aunt often goes to prison to meet with death row inmates. Sister Monica meets a new death row inmate, who asks Sister Monica if he could meet her niece Yu-Jung. Sister Monica asks Yu-Jung if she would counsel this death row inmate and Yu-Jung reluctantly agrees to do so.",,[],10.6,28.0,6.8
780,12289,23619,We Can Do That,2008-10-31,['Comedy'],D40uHmTSPew,"The film follows Nello, the recently hired director of a newly developed work cooperative of former mental patients. After the closure of state psychiatric hospitals and asylums in Italy under the Basaglia Law many former patients were left with few resources and little hope of reintegrating into society. With the intention of actually improving the lives of his pupils, rather than just sedating them, Nello encourages them to expand their individual abilities and explore the wider world around them although, regardless of intention, there is sometimes a price to pushing boundaries too quickly.",,[],4.841,171.0,7.3
781,6867,258751,For a Handful of Kisses,2014-05-16,"['Drama', 'Romance']",_PFyhrnRm9s,"A girl. A boy. A love story. But also about dreams, fears, life, true love, friendship and how we deal with it. And a secret between them...",,[],4.513,51.0,7.3
782,20162,44933,A Chinese in a Coma,2000-03-03,['Comedy'],oUQFN4J4L3c,"A tale about a talent agent with a talentless client roster. Ercole Preziosi (Verdone) represents middling girl groups, bad magicians, and even worse comics. When a grizzly traffic accident leaves his star comedian client bed-ridden, he turns to his young plucky driver to do stand-up duty",,[],6.843999999999999,183.0,5.8
783,3434,409421,Blame!,2017-05-20,"['Action', 'Drama', 'Science Fiction', 'Animation']",uXTs55teDwE,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",https://www.youtube.com/watch?v=tz5siEX72nY,['anime'],12.261,193.0,6.5
784,11809,29602,The Storm,2009-09-17,['Drama'],J_eNAQ6kWKQ,"A fictional story within the historical context of the disastrous flood that engulfed the Dutch coastal province of Zeeland in 1953. When their farmhouse is destroyed by the flood, teenage mother Julia gets separated from her baby boy, whom she kept hidden in a box. She is saved from drowning by a young air force lieutenant, who agrees to go help looking for Julia's little son.",,"['netherlands', 'belgium', 'based on a true story', 'disaster', 'flood']",3.4819999999999998,33.0,6.7
785,3262,398920,He Even Has Your Eyes,2017-01-18,['Comedy'],7mNuKbk01ZA,"Paul is married to Sali. Everything would be fine if they could get a child. Until the day when Sali receives the call that they have been waiting for so long: their adoption file is approved. He is adorable, he is 6 months old, his name is Benjamin. He is blond with blue eyes and white. They - are black.",,"['baby', 'adoption', 'racism', 'family', 'couple']",11.46,395.0,6.1
786,519,608755,A Son Named Erasmus,2020-07-01,['Comedy'],UB60SNJzY1g,Four friends in their 40's are summoned to Lisbon for Amalia's funeral. She's left them an unexpected legacy: a child conceived with one of them during an Erasmus study program in Portugal 20 years ago. They embark on a daring and exciting journey in search of the mystery offspring while waiting for the DNA results to find out which one is the father.,,[],6.0,44.0,5.8
787,12571,19066,Rest Stop: Don't Look Back,2008-09-30,['Horror'],RbdMbWDJ3S0,"One year after running away from home, Nicole and Jesse are still missing. When Jesse's brother, Tom, returns home from active duty, he sets out with his friends Marilyn and Jared to locate the lost couple. Their search leads them to the stretch of old highway with a mysterious Rest Stop, where they find themselves in the same predicament as Nicole and Jesse: confronting a madman.",,"['gas station', 'kidnapping', 'serial killer']",10.282,52.0,4.9
788,6723,320318,The Clearstream Affair,2014-11-01,"['Thriller', 'Drama']",gxJkaJa6QdE,"Journalist Denis Robert sparked a storm in the world of European finance by denouncing the murky operations of banking firm Clearstream. His quest to reveal the truth behind a secret world of shadowy multinational banking puts him in contact with an ever-expanding anti-corruption investigation carried out by Judge Renaud Van Ruymbeke. Their paths will lead them to the heart of a political/financial intrigue, which will rock the foundations of Europe and the French government itself.",,[],3.46,68.0,6.1
789,10527,97375,Detective Conan: The Lost Ship in the Sky,2010-04-17,"['Action', 'Animation', 'Adventure', 'Crime']",HUsoFp1TISc,"A terrorist group invades a laboratory containing a deadly bacteria and destroys the lab with an explosion. They later announce via the internet they have gained possession of the bacteria and declare themselves to be the Red Siamese Cats, a terrorist group that was eradicated a decade ago.",,['mystery'],7.709,68.0,7.1
790,9577,79089,Assassin's Creed: Embers,2011-11-15,['Animation'],l7MQRTgMMSg,"Taking place after the events of Assassin's Creed: Revelations in the year 1524 in Tuscany, follow the retired Assassin Ezio Auditore as he teams up with Shao Jun during his final battles.",,[],9.297,71.0,6.8
791,17325,25536,PTU,2003-04-17,"['Crime', 'Thriller']",waHKQYC9z00,"Over the course of one night, a team of cops frantically search for their colleague's missing gun.",,[],8.172,65.0,6.7
792,10862,50099,Break Ke Baad,2010-11-25,"['Drama', 'Comedy', 'Romance']",zPqcvpgIVIU,"Aaliya is not ready for commitment even after a decade-long friendship with Abhay. She remains indifferent when he follows her to Australia, but is finally shaken when he announces his marriage.",,[],3.0380000000000003,28.0,5.6
793,5497,360994,Love at First Child,2015-11-11,"['Romance', 'Comedy']",FuVgDSPU130,"Gabriell is a single mother, her 17-year-old daughter Claire is pregnant, however the child's father Simon has no desire to be involved with his future baby. When Gabrielle takes matters into her own hands and asks Simon's father Ange for help, an unexpected relationship begins.",,[],6.776,124.0,5.7
794,1375,605373,The Influence,2019-06-21,['Horror'],0Auhmosn7aI,"After moving back to her family home to care for her dying mother, a nurse haunted by her childhood memories must struggle with an evil force in the house.",,[],14.935,171.0,4.8
795,14788,21774,Entente Cordiale,2006-06-21,['Comedy'],jwX4YFMhAe4,"The upper-class secret agent teaming up accidentally with an easily-corrupted, sly interpreter...",,[],3.9339999999999997,25.0,4.2
796,20972,295752,This Is How the World Ends,2000-01-01,['Comedy'],n__1Y-N5tQk,"Not so much a film about the apocalypse as Araki's previous effort Nowhere was, This Is How The World Ends was a TV Pilot episode for a series that was to be presented on MTV.",,['failed tv pilot'],5.593,6.0,5.6
797,13572,13404,Big City,2007-12-10,"['Adventure', 'Family', 'Western']",HGA8WBTvQco,"Description : Set in the American Wild West, this French-language film quickly overcomes its dire beginning--the Native American ambush of a group of immigrants--and becomes an enjoyable comedy. When the adults of Big City leave for the ambush site, the children realize they are all alone and in charge. With a cast composed almost entirely of young people...",,[],5.127999999999999,45.0,5.6
798,1637,579298,Walter,2019-03-20,['Comedy'],AzHZ5ZJ3nLE,"or Goran and his team of amateur shooters, the plan was almost perfect: to enter a hypermarket at night to rob a jeweler. But these ""broken arms"" had not anticipated the arrival of a vigil like no other: Walter, a former African warlord who will send them to hell .",,[],4.079,70.0,5.9
799,9366,70338,"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011-07-09,"['Family', 'Fantasy', 'TV Movie']",XUA2YB7brWo,"The television movie is set in the city of Dimmsdale and centers on the series' main protagonist Timmy Turner with his fairy godparents Cosmo and Wanda and his fairy godbrother Poof. In the movie, Timmy is now 23 years old but is still in fifth grade with his fairy-obsessed fifth grade teacher Mr. Crocker. Despite being grown up, Timmy finds a loophole in the fairy rulebook Da Rules: if he continues to act like a kid, he will still get to keep his fairies. However, the dilemma rises when Tootie, who was once a dorky girl when she was 10 years old, returns to Dimmsdale as an attractive woman. Timmy falls in love with her, a sign that he is growing up to an adult, which means he is closer to losing his fairies. Meanwhile, an oil business tycoon named Hugh J. Magnate, Jr., who teams up with Mr. Crocker, plans to use Timmy's fairies' magic in order to promote his oil business.",,['live action and animation'],13.105,156.0,5.0
800,5913,338827,Thanks to my Friends,2015-05-06,['Comedy'],aRFYEuzUAO4,A man in his mid 30's reevaluates his life and priorities after he met someone from his past.,,[],2.222,48.0,5.2
801,11690,51413,No One Knows About Persian Cats,2009-12-23,['Drama'],LJU9NSOloMs,Iranian musicians Negar and Ashkan look for band members to play at a London concert ... and the visa that allows them to leave Tehran to do so.,,['courthouse'],3.634,43.0,6.9
802,19868,62476,Mr In-Between,2001-09-10,"['Action', 'Thriller']",FEFd9MNnMLc,"A terrifying love triangle. An original twist on a story of divided loyalties, the perils of love and ultimate death. A haunting tale set in a London at times beautiful and ugly, but always captivating. A story that plays with the shadows and light of an underworld occupied by the fascinating and terrible.",,[],9.374,9.0,5.4
803,18970,81788,Bus Stop,2002-03-08,"['Drama', 'Romance']",KAcCRys0bTQ,A thirty-two year old man falls in love with a seventeen year-old highschool student whom he sees at the bus stop everyday.,,['high school student'],2.116,8.0,6.1
804,14964,13164,Everything's Gone Green,2006-04-13,['Comedy'],bu8Gtbljw4E,"Ryan, a good-natured slacker, is tempted into a money laundering scheme while working for a lottery magazine. A capitalistic comedy that asks the question - when is ""enough"" enough?",,[],6.886,18.0,5.4
805,1518,574370,I Can Quit Whenever I Want,2019-04-12,['Comedy'],Gg3dMOdqRBA,"Pedro, Arturo and Eligio are three college professors who lost their job because of economic crisis. Accidentally they find a solution for all of their problems;  a multi-vitamin that allows them to party all night long without any side effects. The three professors will be launched into the world of nightclubs and the shady business, in order to market the merchandise. Of course, it seems that they are not as prepared for it as they thought.",,"['remake', 'drugs']",8.08,102.0,6.2
806,18944,227370,The Handcuff King,2002-10-04,"['Comedy', 'Drama', 'Family']",twbGU2CqqQU,"It is winter in the mid-1970s in Tornio, a village near the northern border between Finland and Sweden. Esko is a boy with a lot of problems. He has succeeded in getting on the wrong side of his gang.",,[],1.454,8.0,5.9
807,11896,31714,Private Eye,2009-02-16,"['Mystery', 'Crime', 'Thriller']",tpe1jlLGX0k,"The story takes place in occupied Korea at the start of the 20th century, where a young student in medicine discovers the murdered body of the son of a government official. Being scared of being accused, he decides to hire Hong Jin-ho (a detective) to help him find the murderer before the police accuse him of the murder.",,"['private eye', '影子杀人']",5.7479999999999976,28.0,6.4
808,16755,1925,Agnes and His Brothers,2004-10-13,['Drama'],HNdveuwXPXI,"Focuses on three very different siblings, all searching for happiness. Hans-Jörg is a sex addicted librarian, who is interested in young students. Werner is a successful politician with a dysfunctional family. Agnes, a transsexual, works as a table dancer in a nightclub. The three brothers just have one thing in common: their longing for a happy life.",,"['sibling relationship', 'transsexuality', 'loss of loved one', 'brother', 'marriage crisis', 'father', 'sex addiction', 'biology', 'relationship']",2.9189999999999996,17.0,6.2
809,11844,20781,Angel of Death,2009-07-07,"['Action', 'Crime', 'Thriller']",Ee5J1x6MuIo,"In the tradition of Grindhouse, Kill Bill and Sin City, award-winning comic book writer Ed Brubaker (Incognito, The Death of Captain America, Daredevil) teams up with stuntwoman-turned-cult star Zoe Bell (Death Proof, TV's ""Lost"") to deliver a stark, stylish pulp thriller about a very bad girl gone ""good.""",https://www.youtube.com/watch?v=RyzhdE6AJes,['hitman'],8.046,31.0,4.9
810,10919,59392,Backlight,2010-07-10,"['Drama', 'Romance', 'Science Fiction']",rhJ7ycD2smQ,Several characters who are each at critical stages of their lives are strangely impelled towards an uncharted lake in the middle of the desert where they all have the opportunity to save each other.,,[],4.572,25.0,6.9
811,970,741652,25 Years of Innocence,2020-09-10,['Drama'],8ugos2Kef7o,"A story of Tomasz Komenda - a man, who was sentenced to 25 years in prison, for a crime he did not commit.",,"['prison', 'mother', 'police brutality', 'suicide attempt', 'prison cell', 'release from prison', 'victim', 'investigation', 'based on a true story', 'murder', 'rape victim', 'rape and murder', 'convict', 'family', 'poland', 'courtroom', 'true crime', 'county jail', 'prison rape', 'innocent in jail', 'wroclaw']",3.659,13.0,7.2
812,18698,110989,Spooky House,2002-04-19,"['Adventure', 'Family', 'Mystery']",kdSXWlmWO5I,"A magician with a mysterious secret lives alone with his jaguar, Shadow, in the Spooky House, an old mansion rigged with magic tricks and hidden chambers.",,"['halloween', 'jaguar', 'spooky house', 'magician']",3.887,13.0,5.7
